id,label,text
1594299381607714816,0,"REMAJA STRES KARENA TUGAS SEPERTI AKU INI HANYA BUTUH 1

GOSE AYO BALIKKK😭😭😭 dah pada stres iniii😭"
1594299264796332033,0,"egx, ak stres ngerjain tugas guru ppl yg bejibun amat bnyk🥹 https://t.co/rIAArVwqlA"
1594298803057672192,3,kita remaja yang dilanda stres tiap hari
1594296517585932288,0,stres tugas plis https://t.co/8SojEiZPH2
1594292119409070080,0,"@collegemenfess asli wkwkw
tugas sekolah masuk mimpi, tugas kuliah masuk mimpi, kerjaan masuk mimpi

emang kada ada keidupan laen

tapi kalo tugas kuliah gw jarang sih masuk mimpi, ga terlalu stres hehe"
1594286468192956416,1,"my hair journey 
- jan/sep 2021 blonde (stres corona + patah hati)
- 211225 cat maroon 
- 210913 bondol (ptah hti lg)
- 211219 ptong lg
- 220408 ptong lg
- 220512 potong lg
- 221110 ptong lg"
1594281936624943106,0,waktu itu gw mimpi tugas apaan ya agaknye bangun bangun stres https://t.co/YH8EOqf5qr
1594277530847965184,3,"Lagi ada aja nih bahan buat stres.

#motivasi #semangat #berjuang #untuk #masadepan #Twitter #quotes #quote #caption #Indonesia #Trending #BTS #V #JUNGKOOK #JIMIN #JIN #NYFWdahyun #LISA #galaubrutal #SadGuel #sadparah #MINGYU #JUNGKOOK #JIMIN #JIN #galau #sad #rindu #motivasi"
1594275341375524864,0,"Stres euy, tugas kagak selese2"
1594269506519474176,0,🌙 stres liat persentase turnitin? joki tugas di aku sini! dijamin trusted dengan hasil yang memuaskan! 💯
1594267684900073472,0,@helgalhakim Lagi stres mikirin tugas
1594251507477917697,0,Jing gua stres bgt ngerjain 3 tugas kelompok presentasi buat mingdeppp
1594220635001356293,0,"cara tetep waras walaupun bingung ini jurusan prospek kerjanya kayak gimana. tiap hari aku harus nguras otak jalani jurusan ini  dengan segala tugas, materi, presentasi sambil berandai ini semua bakal berbuah apa ya. stres banget."
1594218145086025729,3,"Ternyata remaja sekarang lagi pada di fase stres-stres nya ya, ku kira cuma aku doang ternyata rata-rata semunya begitu):"
1594216794201370624,0,RT @undipmenfess: PERNAH GASI STRES BANGET SAMPE GAMAU NGAPA NGAPAIN PADAHAL TUGAS LG BANYAKKKKKKKK MAU NANGISSSSSS -DIPS!
1594213657353027584,4,"lu kira lu doang yg stres apa, gw chat lu juga ga nuntut cuma bagi tugas doang biar paham job lu yg mana aja https://t.co/cDimd5vfXY"
1594212901144866817,0,PERNAH GASI STRES BANGET SAMPE GAMAU NGAPA NGAPAIN PADAHAL TUGAS LG BANYAKKKKKKKK MAU NANGISSSSSS -DIPS!
1594197153814937600,0,Mulai stres sama tugas kuliah 😔
1594149200714833920,0,"@ahmadsalam0741 OSIS?
ORANG STRES INDONESIA SERIKAT"
1594148294292566016,0,"@tanyakanrl ips, tapi kebanyakan tugas sukanya di kasih tugas kelompok terus sampe stres"
1594133683417452544,0,"@collegemenfess kalo aku lebih milih ajak temen senasib (satu kepanitiaan juga jadi sama sibuknya) atau temen yang belum ngerjain juga tugas-tugasnya buat study group, jadi ngerjainnya bareng. gak stres juga pas ngerjain tugasnya. habis nugas bareng, jalan-jalan dah kalo mau # HEALING 😇😄"
1594131618402168832,0,sender lagi pusing bnget sm kepanitiaan:( di sisi lain banyak matkul yang ngasih tugas akhir perkuliahan:( gimana ya caranya biar ga stres? [cm]
1594127008081985536,0,"i'm not always the most active one but still, bikin stres. tertekan aja takut salah lah. kalo tugas individu mah kyk gas lah."
1594126739885592576,0,"bisa ga si gausa ada tugas kelompok sama sekali? kayak udah, individu aja. trs ujian. kek wtf tugas kelompok tuh se-bikin stres itu."
1594123807140503553,0,"Mslhnya udh slesai, org ny yg bkin mslh itu ada ya cut off jg dong, biar hidup tenang.
3. Udh slesain mslh satu2, wktunya fokus msa depan, fokus kuliah, nikmatin waktu produktif lo, sekali2 liburan sehat biar ga stres sm tugas, terapin love self pokonya dlm hdp lo."
1594051379026624512,0,"Pas malming malah di spam tugas dari guru... Yg paling fuck adalah! Knp harus bgt gitu hari minggu ngasih nya?! 
STRES aku ya Allah😭"
1594015255545405442,3,"Diabetes menjadi salah satu penyakit paling mematikan di Indonesia, Bunda bisa mencegah risiko penyakit ini dengan menjalani pola hidup yang sehat. Yuk, simak. https://t.co/Kmbwti6gTT"
1594012931540164609,3,"Diabetes menjadi salah satu penyakit paling mematikan di Indonesia, Bunda bisa mencegah risiko penyakit ini dengan menjalani pola hidup yang sehat. Yuk, simak. https://t.co/gMWjtpSMVi"
1594012788447670274,0,🌙 stres liat persentase turnitin? joki tugas di aku sini! dijamin trusted dengan hasil yang memuaskan! 💯
1594002956000468997,0,"RT @UGM_FESS: https://t.co/sR9OD327P6 ugm_fess sbg anak mipa aku mau menjawab, STRES bgt kak sama tugas kimdasnya, padahal aku bukan dari d…"
1593996698044731397,0,"@anna202_ Baik walaupun agak stres dikit gara gara tugas kuliah :""), gimana kabarnya juga?"
1593984507040137216,0,@ugerrs Stres mending kau kerjakan itu tugas review 15 halaman wrwrwrrr dl mingdep lurr
1593983299805847552,0,Mood lagi down n stres parah dengan tugas segunung tp gpph kita hadapin sambil staycation ygy🙏🙏🙏 https://t.co/Bm6DO5fTnF
1593975539223916544,3,SAKIT PERUT ngetawain dua remaja stres
1593971796436389889,0,@cinamoneice sehat kok cma stres dkit krena tugas wahihi 😞😎😞😎😞
1593960514635243520,0,klo aku ga update itu antara stres klo ga banyak tugas udah antara dua itu
1593957735602585600,3,@fhmfhm05 Sayangnya sebagian besar orang entah di Norwegia entah di Indonesia taunya kalo covid ga bahaya tapi kalo prokesnya bikin stres merasa ga bebas. Sekarang anak bapil bolak balik gpp ga bikn stres. Rumit deh..
1593956144141082624,3,"Dari sd, aku tuh anak perempuan yg dulunya selalu di wanti2 sama ayah, ga pernah dibolehin potong rambut pendek. Udah dewasa gini, potong rambut pendek adalah opsi terbaik setiap aku ngerasa stres ato habis patah hati."
1593955427447934977,0,"https://t.co/sR9OD327P6 ugm_fess sbg anak mipa aku mau menjawab, STRES bgt kak sama tugas kimdasnya, padahal aku bukan dari dept kimia 😞💔  https://t.co/EabVavR1Tj"
1593942761119821824,0,@tanyakanrl Lu lagi stres mikirin tugas ya?
1593938009225048066,3,potret remaja 21 th yg lgi stres https://t.co/1eEGEYcTJC
1593933264645128192,0,"Tidur ae si. Pentingin tidur lo drpd tugas yg buat isi kepala lo stres, demi dah ga worth it buat ke depannya kalo ngorbanin tidur https://t.co/wIpjKGAr8t"
1593932903624253440,3,"Cuma orang stres yang berani suka sama dia, dan rasanya saya stres.

#motivasi #cinta #captionbucin #captioninstagram #viral #trending #Twitter #quotes #quote #caption #Indonesia #Trending #V #JUNGKOOK #JIMIN #JIN #NYFWdahyun #LISA #galaubrutal #SadGuel #sadparah #MINGYU #galau"
1593927239594221568,0,"Aku mikirin tugas aja stres, apalagi disuruh mikirin cowok."
1593920875384168449,0,"@convomfs gue pake minyak telon bukan buat pengganti parfum sih, tapi untuk menurunkan tingkat stres saat mengerjakan tugas😭"
1593915068571275264,3,"@AdjiHard @dendirmd10 @RrArthaliamel Kasian ya dia, stres percintaan , stres perjudian juga xixi"
1593880987447894016,0,"when lu stres liat tugas sama ulangan buat mingdep, tp guru2 u lagi pada famgath dan karaoke bersama diiringi alunan nada koplo😄🙏🏻"
1593855171515551744,3,"Sebagian orang menganggap bahwa menjadi ibu adalah tugas yang mudah. Diam di rumah, melakukan pekerjaan domestik, mengurus anak dinilai bukan suatu pencapaian dan minim keahlian. Perasaan tidak dihargai dan dipandang sebelah mata inilah yang kerap memicu stres ibu rumah tangga 💔 https://t.co/80WSKy8HXZ"
1593852441660751872,0,sama tugas di sbux biar ga stres soalnya ditinggal mak bapak kerja
1593830777305067520,3,"10 Kebiasaan untuk Meredakan Stres, Bukan Cuma Meditasi – CNN Indonesia – https://t.co/hy5EmTsVrR – #Opsiin #OmKamidi  - https://t.co/Ps0wK06JOk"
1593826040232775681,3,"10 Kebiasaan untuk Meredakan Stres, Bukan Cuma Meditasi – CNN Indonesia – https://t.co/ha7QchKZAn – #Opsiin #OmKamidi https://t.co/rZ9RGEfRwV"
